index,Diff_VIX_1d,Diff_VIX_1w,Diff_VIX_2w,Diff_V2X_1d,Diff_V2X_1w,Diff_V2X_2w,Diff_EURUSD_1d,Diff_EURUSD_1w,Diff_EURUSD_2w,Diff_EURUSDV1M_1d,Diff_EURUSDV1M_1w,Diff_EURUSDV1M_2w,Diff_USGG10YR_1d,Diff_USGG10YR_1w,Diff_USGG10YR_2w,Diff_USGG2YR_1d,Diff_USGG2YR_1w,Diff_USGG2YR_2w,Diff_GDBR10YR_1d,Diff_GDBR10YR_1w,Diff_GDBR10YR_2w,Diff_GDBR2YR_1d,Diff_GDBR2YR_1w,Diff_GDBR2YR_2w,Diff_SX5E_1d,Diff_SX5E_1w,Diff_SX5E_2w,Diff_SPX_1d,Diff_SPX_1w,Diff_SPX_2w,Diff_SRVIX_1d,Diff_SRVIX_1w,Diff_SRVIX_2w,Diff_CVIX_1d,Diff_CVIX_1w,Diff_CVIX_2w,Diff_MOVE_1d,Diff_MOVE_1w,Diff_MOVE_2w
1755,0.77,1.39,0.25,0.7301,1.7939,2.4717,-0.0049,-0.0054,-0.0123,0.42,0.225,0.2975,-0.0074,-0.1,-0.0854,-0.0084,-0.0426,-0.0667,-0.012,-0.076,-0.115,-0.003,-0.02,-0.045,-7.08,-41.96,-106.55,-15.26,-19.03,-17.05,0.08,-0.29,-0.18,0.12,0.28,0.27,0.7332,-2.0044,-0.6505
1756,-0.57,-2.25,-13.88,-3.5997,-6.2063,-15.0162,0.0054,-0.0122,0,-0.01,-0.7625,-1.71,-0.0066,-0.097,-0.0454,0,-0.0082,-0.0076,0.029,0.007,0.044,0.023,0.028,0.044,80.59,92.58,309.74,5.33,53.11,217.64,-0.03,0.21,-0.12,-0.15,-0.3,-0.73,-2.12,-5.57,-3.63
1757,6.63,-7.8,11.54,1.9843,-2.0948,9.9378,0.0104,-0.0034,-0.0324,0.971,3.9005,2.721,-0.2059,0.3261,0.6682,-0.072,0.1006,0.0696,-0.009,0.089,0.347,0.017,0.106,0.072,-29.2,105.38,26.92,-58.99,45.72,-35.38,0,0,0,-0.4184,1.9692,1.3462,-8.2,-18.8,-40.7
1758,0.42,-2.6,-9.01,0.6663,-0.1917,-8.3431,0.0144,0.0043,-0.0199,-0.7855,-0.5608,-2.4045,0.0243,-0.0201,-0.1119,1.00E-04,0.0991,0.1338,-0.063,-0.184,-0.207,-0.067,0.005,-0.035,-98.29,-92.19,-67.69,-25.48,-9.39,-12.77,0,0,0,-0.299,-0.008,-1.51,-4.5,-13.6,-50.5
1759,-0.54,1.06,0.84,0.2084,0.6825,-0.3271,0.0021,0.0065,0.0114,-0.07,-0.3675,-0.54,0.0339,0.0124,0.0178,0.0081,0.0003,-0.0441,-0.008,-0.074,-0.026,0.012,0.035,0.03,5.97,-70.49,-77.9,12.25,-15.45,-39.89,-0.06,0.29,-1.17,-0.16,-0.15,0.02,-1.8365,-0.0563,-1.5558
1760,0.53,-1.72,-2.74,-0.1162,1.2705,-2.6135,-0.0059,-0.0058,-0.0034,0.0175,0.3375,0.1925,-0.0018,0.1436,0.1782,0.0243,0.0382,0.0688,0.001,0.087,0.118,0.004,0.032,0.02,-1.87,-22.83,111.1,-61.62,-17.89,45.39,0.73,0.96,-0.02,-0.03,-0.01,-0.32,0.4741,-2.6277,-7.4957
1761,1.02,-0.91,0.68,1.1567,-6.156,-3.0992,-0.0021,0.0105,0.019,-0.0725,0.0375,0.45,-0.0065,0,0.013,-0.01,-0.0101,0.002,-0.001,0.049,0.047,0.008,0.032,0.011,-0.98,154.86,92.62,-42.57,59.91,-10.63,-0.09,2.39,1.85,0.09,0.3,0.3,-1.09,4.49,5.72
1762,0.87,0.16,-0.86,0.3891,-0.5326,-1.6054,-0.0038,-0.0233,-0.0149,0.02,0.76,0.395,-0.0147,-0.0775,0.01,0.0315,0.031,0.0707,-0.018,-0.121,-0.062,0.025,-0.222,-0.109,-28.07,35.84,101.18,-7.34,-1.27,15.6,0,0,0,0.2896,0.5404,0.6068,2.6,-1.5,1.4
1763,0.31,0.26,1.99,-0.0166,0.2561,1.3736,0.0042,0.0049,0.0027,-0.0075,0.7025,0.2075,0.0133,0.1514,0.1368,0.0245,0.0821,0.1251,0.038,-0.005,0.044,0.004,0.065,-0.104,3.67,-66.04,-38.08,0.07,-16.22,-13.16,0,0,0,-0.042,0.3469,0.131,4.2,7.4,12.2
1764,-0.91,-2.47,4.48,-2.9084,-2.5205,2.6116,0.0018,0.0286,0.0134,-0.62,-0.495,1.0475,0.0554,0.0469,-0.0227,0.0161,0.0047,0.0282,0.052,-0.296,-0.168,0.059,0.005,0.163,76.4,125.42,-105.82,22.67,56.98,-28.63,0,0,0,-0.028,-0.8239,0.2974,2.3,7.5,11.2
1765,-0.12,-0.79,-0.66,-0.5616,0.3435,-0.0577,-0.0028,-0.0062,-0.0027,0.1,0.275,0.45,-0.014,0,0.008,-1.00E-04,0.0077,-0.0065,-0.043,-0.034,-0.056,-0.021,-0.021,-0.068,19.02,-45.49,-56.53,1.77,-22.92,-23.42,0,0,0,-0.008081,0.25577,0.426279,-0.2,1.4,-1.9
1766,1.14,3.83,5.35,1.8037,3.5078,4.0529,-0.0074,-0.0141,-0.0299,0.015,-0.1025,-0.495,-0.0347,-0.1578,-0.1686,-0.0317,-0.0871,-0.0867,-0.034,-0.058,-0.177,-0.017,-0.117,-0.209,-74.92,-123.57,-156.63,-14.26,-35.73,-57.45,0,0,0,-0.0443,-0.1757,-0.7408,-1.5,-9,-9
1767,-0.81,-1.52,-1.5,-0.0694,-0.5083,-0.4688,-0.0014,0.0018,-0.0098,-0.195,-0.16,0.055,-0.0009,0.029,-0.1152,0.0078,0.0158,0.0039,-0.02,0.07,0.013,-0.008,0.049,0.057,6.44,-21.72,-45.97,-0.23,2.01,-3.5,0.48,2.1,1.43,-0.12,-0.18,-0.12,-0.1,-1.6,-3.4
1768,-1.26,0.23,2.24,-0.4058,-1.0908,0.9749,0.0039,-0.0145,-0.0143,-0.0375,0.5375,1.2925,0.0328,0.0071,0.0508,0.01,0.0101,0.0061,0.023,0.004,0.06,0.016,0.022,0.052,19.07,100.17,60.68,30.45,16.16,-21.03,0.16,-2.17,1.13,-0.3,-0.26,0.38,0.9577,0.4303,8.8575
1769,0.5,0.92,-0.72,-0.4216,-0.0811,-2.6533,0.0048,0.0081,0.0011,-0.655,-0.0275,-0.21,-0.0522,-0.0472,-0.1455,-0.0217,-0.0767,-0.1009,0.007,0.02,-0.09,0.034,0.1,0.098,20.96,1.19,10.81,5.22,-17.6,-3.96,-1.26,-1.19,-2.69,0,-0.25,-0.4,-4.1122,-1.1046,-9.0941
1770,-2.89,-8.48,-6.71,-0.6544,-1.2341,-4.7,-0.0045,-0.0066,-0.0138,-0.06,-0.2725,-0.8025,0.0325,0.0993,0.1713,0.0414,0.0941,0.2169,-0.004,0.002,0.01,-0.002,-0.008,-0.001,28.95,91.99,106.07,54.01,183.33,114.21,-0.15,-1.08,-3.33,0.01,-0.38,-0.74,0.72,-5.4873,-10.5338
1771,2.2,3.84,2.15,1.2627,4.0164,3.5387,0.0028,0.0035,-0.0036,0.05,0.7,0.9,-0.0197,-0.067,-0.1008,-0.0336,-0.0152,0.0132,-0.021,-0.096,-0.152,-0.032,-0.051,-0.107,-70.95,-207.04,-196.49,-15.11,-49.16,-33.91,0,0,0,0.055758,0.497817,0.466931,1,-1.7,-0.9
1772,-0.51,0.57,3.08,-0.302,6.8358,4.3356,0.0033,-0.0011,-0.0089,0.0175,0.47,0.5525,-0.0411,-0.0032,-0.0263,0.0098,0.0293,0.023,-0.071,-0.073,-0.114,-0.046,-0.07,-0.119,32.15,-8.29,-26.67,20.02,-1.68,-54.5,-1.72,-3.52,-2.89,-0.12,0.28,0.46,-1.66,-11.61,-10.44
1773,-0.17,-1.75,-1.84,0.3047,-0.6849,-1.0313,-0.0143,-0.0276,-0.0074,0.25,-0.225,0.075,-0.0302,-0.0967,-0.2606,-0.0178,-0.1029,-0.2608,0.031,-0.096,-0.227,0.01,-0.214,-0.359,-8.05,61.83,102.62,-1.78,29.22,25.31,0,0,0,0.128883,-0.196099,0.142263,2.8,4.4,-6.3
1774,0.25,1.01,0.51,0.7343,3.5774,5.6012,-0.0042,-0.0183,-0.0057,-0.275,0.7475,0.8375,0.0214,-0.0817,-0.1588,0.0119,-0.0208,-0.0421,-0.016,-0.128,-0.194,-0.004,-0.05,-0.012,-21.62,-35.95,-182.31,-2.94,-2.99,-55.24,0,-1.83,-1.93,-0.22,0.09,-0.21,1.4313,-1.1029,2.3411
1775,-0.23,-0.51,0.61,0.664,-0.6218,0.026,-0.0102,-0.026,-0.02,-0.3325,-0.485,-0.085,0.0176,0.0896,0.0968,-1.00E-04,0.016,0.0049,-0.015,0.023,0.122,-0.016,0,0.042,-0.01,65.35,62.93,1.65,8.3,-13.5,0.01,-0.13,0.74,-0.15,-0.6,-0.57,1.2322,1.2554,2.6765
1776,-0.78,-0.23,0.57,-1.3396,-0.9595,1.897,0.0092,-0.0174,0.0238,-0.05,1.975,0.69,0.0244,0.0523,0.0203,0.0236,0.0827,0.0507,0.026,0.012,0.049,0.005,0.007,0.031,30.42,12.53,-100.98,18.35,5.62,-6.19,0.3,0.61,3.86,-0.14,0.16,0.88,0.3404,7.4676,10.6774
1777,-2.72,-0.19,4.71,10.3668,22.8037,21.3701,-0.0012,0.0581,0.0474,1.8,-1.4875,-8.3706,0.027,0.2824,-0.0076,0.0016,0.012,0.0527,0.055,0.29,0.298,-0.052,0.124,0.427,-108.37,-28.23,-104.24,5.88,38.32,-7.66,0,0,0,1.0559,-0.8202,-6.4694,11.6,-10.8,9.5
1778,-0.09,-3.71,-0.89,0.3493,-2.7365,3.2814,1.00E-04,-0.0039,0.0081,-0.0975,-0.455,0.275,0.0109,0.1336,0.0453,0.0038,0.0269,-0.0552,0.028,0.107,0.022,0.013,0.029,-0.026,2.52,90.67,-1.18,0.87,36.91,11.52,0.8,1.09,1.83,0.01,-0.35,0.15,2.4785,-4.6786,-2.6618
1779,0.76,-0.06,0.25,1.1655,0.3924,0.0844,-0.003,-0.0186,-0.0221,0.1,-0.475,-0.025,-0.0422,0.0163,0.1243,-0.0168,0.0337,0.1273,-0.03,0.027,0.097,-0.021,0.007,0.022,-32.58,-25.83,-30.77,-5.04,-22.3,-27.68,0,0,0,0.141031,-0.255898,-0.078963,2.1,1,7.6
1780,0.8,2.44,2.21,1.3517,5.5269,5.8457,-0.0023,0.0114,0.0078,0.455,0.85,1.7525,-0.0278,-0.103,-0.1721,-0.0072,-0.0785,-0.118,-0.006,-0.078,-0.15,0.006,-0.005,-0.023,-40.41,-189.29,-280.12,-5.69,-40.87,-49.57,-0.1,-0.08,-0.37,0.26,0.45,1.04,0.2149,3.5748,2.4966
1781,-1.96,-1.4,1.09,-2.0779,-0.6643,3.0407,-0.0058,-0.0034,0.0028,-0.3256,0.314,0.539,0.0894,0.1484,0.2035,0.2009,0.1301,0.3256,0.043,0.019,0.03,0.082,0.054,-0.053,81.66,52.8,-61.86,22.93,11.47,-23.09,0,0,0,-0.50382,-0.2069,0.34914,-3,-24.2,-32.5
1782,0.17,0.24,1.04,-0.0963,1.2819,1.4922,-0.0045,-0.0063,-0.0207,0.1475,1.005,1.2675,-0.01,0.0437,0.0009,-0.0099,0.0265,0.0085,0.063,0.104,-0.048,0.015,0.044,-0.038,6.45,-36.67,-58.97,-5.17,-14.35,-15.23,0.22,3.63,5.24,-0.13,0.88,1.23,-0.9252,16.0899,10.9329
1783,0.13,2.09,-1.84,1.6629,2.4853,-0.3909,-0.0058,-0.0069,0.005,-0.6375,0.21,-0.0425,-0.0668,0.0061,-0.098,-0.0079,-0.0153,-0.0227,-0.063,-0.071,-0.105,-0.041,-0.069,0.003,-71.76,-46.02,43.89,-18.83,-17.87,9.77,0,0,0,-0.4452,-0.306,-0.2068,-4.3,2.2,-3
1784,0.59,1.16,3.77,0.189,1.7549,5.438,0.0025,0.0016,-0.0066,0.15,0.8075,1.1625,0.0318,0.0555,-0.033,0.0119,0.0238,-0.0004,0.016,0.039,-0.051,-0.005,-0.016,-0.048,-0.03,6.26,-40.58,17.02,39.04,3.5,2.32,1.44,0.7,0.08,0.32,0.28,1.8,4.1,7
1785,1.63,-5.16,-3.56,1.5783,-3.1753,-0.6708,-0.0037,-0.0062,0.0011,0.175,0.14,0.485,0.0182,0.1429,0.0984,-0.0346,0.0756,0.0535,0.007,0.064,0.061,0.008,0.003,0.014,-41.86,114.6,80.53,-30.2,127.09,160.22,0.37,-0.98,-0.11,0.29,-0.18,0.32,2.1218,-8.3116,-3.6953
1786,0.39,0.31,-5.2,0.1774,-0.308,-7.6399,1.00E-04,-0.0035,0.0025,0.2,0.45,0.25,0.0311,0.108,0.3385,0.0169,0.0936,0.3741,0.002,0.07,0.289,-0.008,0.015,0.225,-24.87,-4.94,264.78,-4.8,-5.38,65.03,0,0,0,0.091033,0.176935,-0.156776,2.4,6.6,-18
1787,-2,-1.72,5.02,-3.7471,-1.9694,2.7884,-0.002,-0.0015,-0.0085,-0.03,0.3925,0.3525,0.0361,0.1064,-0.1357,0.0679,0.1265,-0.0721,-0.018,0.03,-0.147,-0.005,0.015,-0.082,104.94,85.49,-80.4,52.64,47.19,-55.43,0.12,0.14,-0.11,-0.11,0.24,0.47,-3.778,5.1384,5.5473
1788,-0.48,1.84,1.3,1.3047,-0.0013,-0.9845,-0.0151,-0.0233,-0.0179,0.71,1.115,0.79,0.0446,0.0615,-0.1,0.0163,0.0472,-0.0792,-0.013,-0.043,-0.053,-0.037,-0.119,-0.103,-43.14,-62.33,-68.07,-3.09,-19.28,-26.84,0,0,0,0.0522,0.7054,0.3995,2.5,4.6,-4.5
1789,0.95,1.58,1.65,1.9338,1.8109,1.9106,0.0055,-0.0086,-0.0311,0.04,-1.1,-1.02,0.09,0.1016,0.1873,0.0727,0.1058,0.149,0.05,0.168,0.166,0.024,0.11,0.097,-1.33,-18.58,-87.61,-5.16,-22.87,-45.96,0,0,0,0.0872,-0.1424,-0.0941,0.7,5.6,5.4
1790,1.85,-0.31,15.09,-2.8145,-9.1106,12.7924,0.0059,-0.0022,-0.0125,0.625,-4.7875,-2.6875,-0.0805,-0.2606,-0.1079,-0.1057,-0.0332,0.1589,0.028,0.02,0.04,0.029,0.281,0.292,5.94,-57.27,-252.68,-11.33,-33.31,-55.99,0,0,0,0.3693,-3.9471,-2.0881,-25.9,-13.4,-13.7
1791,-0.06,2.17,0.48,0.3975,1.8461,1.7995,0.0197,0.0185,0.0159,-0.15,0.1239,0.85,-0.105,-0.2689,-0.1664,-0.214,-0.3246,-0.2274,-0.029,-0.139,-0.108,0.031,-0.009,0.125,22.64,64.51,170.01,3.32,1.62,43.76,0,0,0,-0.13312,0.1963,0.653604,1.4,7.5,14.3
1792,-1.3,1.58,0.12,1.1725,4.8237,3.0677,0.0052,-0.0115,0.025,0.6,0.425,-0.6,0.1524,0.1087,-0.0551,0.1276,0.2165,0.2655,0.021,0.068,0.121,0.005,0.089,0.344,32.01,16.27,109.78,21.46,-26.48,15.16,0,0,0,0.50974,0.52757,0.26547,-7.1,18,21.3
1793,1.31,-6.43,6,3.767,0.6332,11.3718,-0.0137,0.0193,-0.02,1.105,0.805,3.01,-0.0709,0.1442,-0.1762,-0.0083,-0.0047,-0.0615,-0.133,0.014,-0.254,-0.082,-0.044,-0.199,-110.68,-54.89,-237.45,-12.43,63.72,-31.94,0,0,0,0.7407,0.7651,2.4889,0.1,1.7,1
1794,1.14,0.69,0.82,0.5837,0.9537,-2.4217,0.0167,0.0134,0.003,0.45,0.8062,-0.35,-0.0175,0.1463,0.0231,0.0503,0.1898,0.1537,0.097,0.24,0.261,0.188,0.214,0.301,-42.38,-53.96,113.76,-1.38,16.83,16.16,0,0,0,0.351,0.553,-0.182,8,17,9.7
1795,0.68,1.51,1.2,0.9932,1.7505,1.7967,0.0148,0.0067,0.0164,-0.5375,0.0325,0.42,0.0274,0.0926,0.1032,0.0076,-0.0071,-0.031,0.029,0.099,0.026,0.02,0.02,-0.004,-92.01,-142.71,-89.04,-10.75,-20.08,-19.17,0.41,1.05,0.3,-0.16,-0.15,-0.46,2.203,4.5042,4.5438
1796,0.37,-1.67,-1.59,0.1684,-0.0237,2.6822,-0.0033,-0.0067,0.0112,0.5375,0.43,1.075,0.0494,0.0714,0.0494,-0.0267,-0.0031,-0.1345,0.033,0.053,0.068,0.001,-0.011,-0.001,-14.45,-21.21,-36.29,2.38,15.97,9.1,-0.04,-1.08,-0.97,0.16,0.22,-0.17,-0.2587,-2.8938,1.6049
1797,3.31,2.88,3.56,-0.3078,-0.4391,0.2216,-0.0103,0.0023,-0.0014,0.06,-0.36,0.19,-0.0426,-0.0131,0.0097,-0.0079,-0.0037,0.0108,-0.032,0.013,0.041,-0.013,0.005,0.016,15.41,41.09,-92.67,-22.21,-10.14,-41.25,-0.46,-0.04,0.7,0.13,-0.14,0.49,0.4182,1.7657,2.6984
1798,0.3,2.96,4.65,-2.395,0.8961,2.1934,-0.0027,-0.0017,0.0032,-0.09,0.2,0.3775,0.0412,0.1103,0.1015,0.0386,0.137,0.0739,0.003,0.054,0.042,0.012,0.037,0.015,66.55,31.48,30.54,8.7,28.46,23.15,-0.42,-1.72,-2.23,-0.22,-0.12,0.27,-3.4148,-6.0922,-3.6499
1799,0.91,1.03,0.54,1.0038,1.9993,1.8012,0.0013,-0.004,0.0032,0.285,0.275,0.5575,0.0193,0.0908,0.1047,0.0021,0.027,0.0523,-0.028,-0.007,0.053,-0.011,-0.017,-0.021,-23.32,3.6,2.77,-21.65,-36.24,-68.7,0.55,2.65,2.31,0.12,0.33,0.51,2.83,9.95,9.18
1800,-0.42,-1.14,-0.55,0.7994,1.1872,1.0959,0.0021,-0.0095,0.0023,0.0425,-0.135,-0.115,0.0256,0.0418,0.0461,0.0061,0.0163,0.0322,-0.026,0.005,0.108,-0.02,-0.025,0.073,-0.93,-39.84,-53.5,7.35,-3.17,-12.26,0.55,1.08,2.86,0.14,0.05,0.05,1.8,2.5,1.3
1801,-0.13,-1,-0.25,-1.3463,-2.5695,-0.891,-1.00E-04,-0.0016,-0.001,0.0575,0.4575,0.2775,0.0894,0.1674,0.1234,0.0736,0.1216,0.1619,0.007,0.055,0.08,0.045,0.131,0.323,-32.72,-29.55,-38.22,0.56,5.5,9.73,0,0,0,-0.0051,0.1267,0.3092,1.2,1.6,4.7
1802,13.1,26.38,20.08,1.856,21.9338,20.8742,0.0099,-0.0081,-0.0195,2.425,2.75,6.875,-0.1462,-0.2267,-0.0558,-0.0324,0.1002,0.2944,0.008,-0.071,0.077,0.05,0.074,0.195,-88.63,-316.99,-332.79,-91.59,-117.38,-70.29,0,0,0,2.5088,2.273,4.432,7.1,32.4,63.8
1803,0.02,1.39,2.27,0.9705,1.6686,5.1537,0.0056,-0.0048,0.0225,-0.15,2.01,-0.5175,0.0631,-0.0495,-0.0048,0.0038,0.0589,0.0501,-0.004,-0.138,-0.046,-0.016,-0.031,-0.008,1.82,4.61,-125.45,-7.85,-18.33,-45.7,-0.01,-0.48,1.45,0.17,1.29,0.5,1.3996,5.4075,3.3318
1804,2.62,4.67,4.77,1.6146,3.1226,3.4598,-0.008,-0.0092,-0.0084,0.0125,0.7225,0.985,-0.0052,-0.026,0.018,-0.0021,-0.0255,-0.0216,-0.025,-0.019,0.038,-0.018,-0.021,0.013,-24.79,-22.33,-4.8,-16.01,-49.35,-64.34,0.34,1.17,1.16,0.04,0.38,0.35,1.154,4.6587,4.9815
1805,0.13,-0.08,0.8,0.544,0.2021,0.801,-0.0083,-0.0104,-0.0113,-0.5125,-1.4525,-0.91,0.0281,0.0164,0.046,-0.0006,-0.0133,0.0097,-0.023,-0.047,-0.012,-0.037,-0.1,-0.08,-9.52,-10.66,-14.69,0.07,-8.82,-22.7,0.26,0.98,-0.01,-0.22,-1.21,-0.75,-1,1.3,2.9
1806,0.44,-0.09,2.12,0.7553,0.105,2.3596,-0.0043,0.0277,0.0204,-0.305,-0.7825,-1.26,0.0018,0.013,-0.2532,-0.0485,0.0076,-0.1658,0.024,0.072,-0.106,0.022,0.111,0.072,-22.68,-8.9,-94.71,-7.7,3.94,-20.07,0,0,0,-0.0186,-0.4147,-0.6819,0.7,0.2,-11
1807,-0.09,0.79,3.81,-3.0263,-3.0922,0.1469,0.0073,0.0326,0.0182,0.05,-1.15,-0.975,-0.1118,0.0615,-0.1856,-0.0994,0.0334,-0.1686,0.024,0.022,-0.001,0,0.023,0.043,98.71,168.13,81.09,-1.82,33.59,-11.07,0,0,0,-0.00411,-0.39454,-0.27132,3.6,-5.0277,1.5
1808,0.51,1.58,0.5,-0.772,1.3079,2.1843,-0.0016,0.0078,0.0104,0.1675,0.0875,0.8875,0.0357,-0.0426,-0.0511,0.024,-0.0007,-0.0648,-0.029,-0.061,-0.064,0.006,-0.025,-0.061,7.3,2.34,-45.46,-0.29,-11.64,-17.04,0.39,-0.38,-0.2,0.18,-0.39,0.31,-0.2151,0.9034,2.672
1809,-2.75,-3.58,-0.03,0.404,-2.2183,0.4201,-0.0011,-0.0089,-0.0005,0.4725,0.4875,1.275,0.0105,0.0476,0.109,0.0162,0.0535,0.0834,-0.034,-0.016,0.087,0,0.011,0.073,-8.36,84.17,31.82,48.4,57.35,35.05,0,-1.49,-1,-0.27,-0.19,-0.35,-2.4959,-5.3518,-3.1917
1810,-5.04,-1.46,-3.81,-0.6773,-1.7345,-2.8503,-0.0038,0.0129,0.0344,0.0675,0.01,-0.7675,-0.0213,-0.0486,-0.02,0.0415,-0.0302,0.0255,-0.008,0.006,0.044,0.008,0,0.056,26.45,125.92,155.8,24.72,31.95,53.37,0,0,0,0.0875,-0.0665,-0.6816,-0.8,-0.4,-3.4
1811,1.09,-1.51,-3.23,-1.259,-1.2877,-3.2571,0.0071,0.0076,0.0061,-0.12,-0.515,-0.1225,-0.0916,0.0103,0.1167,-0.0539,0.0797,0.2062,-0.025,-0.036,-0.006,0,0.035,0.05,19.02,13.8,99.29,-18.27,26.35,73.54,0.05,-0.51,-0.37,-0.16,-0.19,0.05,2.8502,-2.54,2.5984
1812,0.93,1.94,-0.98,-0.3355,0.3075,-2.359,-0.0056,-0.0073,-0.0107,-0.35,0,0,-0.0648,-0.0279,0.1127,-0.0588,-0.0415,0.0959,0.012,-0.007,0.158,-0.005,-0.038,0.078,26.63,-64.16,62.09,-8.64,-39.25,-0.92,0,0,0,-0.780653,-0.669622,-0.713206,1.1,8.3,1.4
1813,1,-0.08,1.3,0.9365,-0.6582,-0.3224,-0.0033,-0.0045,0.001,-0.03,0.135,0.805,-0.0122,0.0463,0.0532,-0.0187,-0.0132,-0.0345,-0.017,-0.026,0.01,-0.008,-0.017,-0.008,-22.8,9.15,-15.67,-23.83,-6.91,-57,0.37,-0.33,-0.5,0.07,0.23,0.65,2.47,2.34,6.55
1814,-0.34,-1.42,-0.13,-0.0402,-1.7458,-0.2615,-0.0042,0.0127,0.0077,-0.0754,-0.25,-0.075,-0.0637,-0.2243,-0.2064,-0.042,-0.0509,-0.0346,-0.04,-0.109,-0.207,-0.018,-0.035,-0.061,24.63,122.31,7.59,8.23,30.06,8.13,0,0,0,0.011145,-0.248106,-0.122955,-0.6,-14.8,-13.4
1815,1.7,4.19,1.52,0.6655,2.4749,-0.3103,-0.0073,-0.0057,0.0084,0.175,-0.06,-0.715,-0.1137,-0.2148,-0.0666,-0.021,-0.0485,-0.0052,-0.073,-0.078,-0.023,-0.003,-0.018,0.006,-59.44,-87.42,-167.25,-35.96,-59.98,-52.26,0,0,0,-0.0468,-0.0996,-0.461,-4.7,-6.6,-3.5
1816,2.77,-1.7,-1.17,4.1861,4.6608,3.3938,-0.0137,0.0141,0.0273,1.0725,0.775,0.7225,0,0.0962,0.1729,0,-0.0321,-0.0318,-0.11,-0.114,-0.416,-0.027,-0.07,-0.096,-69.89,12.14,164.67,-24.17,23.56,77.9,0,0,0,0.1376,0.1177,-0.3312,0,2,9
1817,-0.17,0.11,-0.36,0.6079,0.3827,1.3831,-0.0009,0.0099,0.0201,0.085,-0.4375,-0.78,-0.019,-0.1611,-0.2059,-0.008,-0.0248,-0.0259,-0.055,-0.113,-0.133,-0.032,-0.03,0.003,-18.56,-26.87,-73.98,-8.46,-16.27,-48.79,-0.04,-1.53,-3.66,-0.02,-0.31,-0.55,-1.6024,-7.019,-11.0532
1818,-3.64,-8.68,0.09,-0.2924,-4.2196,-0.6386,-0.0034,-0.0115,0.0218,-0.125,-0.3125,-1.325,0.0491,0.1538,-0.0485,0.0438,0.0594,-0.1276,0.004,0.089,0.093,-0.008,0.025,0.057,11.82,112.78,-29.7,33.68,87.08,-22.35,-0.14,-4.03,-2.56,-0.47,-0.15,-0.59,-1.6209,-14.1446,-2.1884
1819,13.1,26.38,20.08,1.856,21.9338,20.8742,0.0099,-0.0081,-0.0195,2.425,2.75,6.875,-0.1462,-0.2267,-0.0558,-0.0324,0.1002,0.2944,0.008,-0.071,0.077,0.05,0.074,0.195,-88.63,-316.99,-332.79,-91.59,-117.38,-70.29,0,0,0,2.5088,2.273,4.432,7.1,32.4,63.8
1820,-0.85,-1.04,-2.03,-0.9301,-0.4122,-2.9016,-0.0056,-0.0407,-0.0619,-0.295,-0.955,-1.5575,0.1299,0.1784,0.2268,0.0404,0.0401,0.0493,0.014,0.198,0.215,0.011,0.086,-0.023,8.12,26.34,101.65,2.93,0.55,5.68,0,0,0,-0.0647,-0.324,-0.4993,7,17.9,6.9
1821,2.77,-1.7,-1.17,4.1861,4.6608,3.3938,-0.0137,0.0141,0.0273,1.0725,0.775,0.7225,0,0.0962,0.1729,0,-0.0321,-0.0318,-0.11,-0.114,-0.416,-0.027,-0.07,-0.096,-69.89,12.14,164.67,-24.17,23.56,77.9,0,0,0,0.1376,0.1177,-0.3312,0,2,9
1822,2.67,7.29,7.66,-2.9023,4.3103,4.0208,0.004,-0.0154,-0.0153,0.005,-0.18,0.27,0.0307,-0.0276,-0.0294,0.0119,-0.0044,-0.021,0.013,-0.062,-0.116,0.008,-0.062,-0.1,50.32,-131.84,-240.53,-32.5,-151.61,-216.13,0,0.52,2.27,-0.14,0.18,1.06,-1.49,-1.29,4.58
1823,1.99,3.69,2.77,-6.455,1.9059,1.835,0.0047,-0.0168,-0.0041,0.05,1,0.625,-0.1648,-0.2437,-0.1369,-0.1534,-0.2923,0.0782,0.103,-0.002,0.146,0.147,-0.086,0.129,175.69,-56.33,36.6,-28.1,-51.8,-26.14,0,0,0,0,0.85089,1.00086,-17.8,-14.5,1.4
1824,-0.45,1.76,4.18,-1.0506,0.4147,3.2916,0.0009,-0.0295,-0.0319,0.1825,-1.1425,-0.6525,-0.0071,0.1051,0.0807,0.0078,0.0471,0.071,-0.038,0.016,-0.042,-0.049,0.014,0.002,4.81,-27.29,-87.84,3.53,-15.24,-33.37,0,0,0,0.1192,-0.5374,-0.2535,0.5,-4.8,4.3
1825,0.24,3.82,4.55,-2.2059,7.142,6.3388,-0.0054,-0.0187,-0.025,0.65,5.255,5.635,0.0816,-0.0232,-0.0682,0.0407,-0.0283,-0.0728,0.031,-0.142,-0.13,0.002,-0.166,-0.125,38.48,-129.12,-111.33,6.82,-25.14,-39.32,-0.02,0.31,1.09,0.03,-0.56,1.59,-1.9098,7.6859,11.5575
1826,1.86,1.29,5.98,-1.2934,-3.9516,4.5235,0.0002,0.0045,-0.0222,-0.22,-0.8,1.21,-0.0135,0.014,-0.2378,0.0042,-0.019,-0.097,-0.006,0.068,-0.061,-0.01,0.127,-0.153,22.11,46.19,-100.07,-6.86,-8.6,-68.17,0,0,0,0.1083,-0.0208,1.0379,2.8,1.5,-5.2
